
Anzahl Tastatureingaben : 10000
KEY: 31 6E 00 00
KEY: 39 20 00 00
KEY: 17 69 00 00
KEY: 31 6E 00 00
KEY: 39 20 00 00
KEY: 12 65 00 00
KEY: 17 69 00 00
KEY: 31 6E 00 00
KEY: 12 65 00 00
KEY: 13 72 00 00
KEY: 39 20 00 00
KEY: 15 7A 00 00
KEY: 11 77 00 00
KEY: 12 65 00 00
KEY: 17 69 00 00
KEY: 14 74 00 00
KEY: 12 65 00 00
KEY: 31 6E 00 00
KEY: 39 20 00 00
KEY: 1A 9A 01 00
KEY: 30 62 00 00
KEY: 12 65 00 00
KEY: 13 72 00 00
KEY: 14 74 00 00
KEY: 13 72 00 00
KEY: 1E 61 00 00
KEY: 22 67 00 00
KEY: 16 75 00 00
KEY: 31 6E 00 00
KEY: 22 67 00 00
KEY: 34 2E 00 00
KEY: 1C 0D 00 00
KEY: 1C 0D 00 00
KEY: 1C 0D 00 00
KEY: 39 20 00 00
KEY: 12 45 01 00
KEY: 31 4E 01 00
KEY: 20 44 01 00
KEY: 12 45 01 00
KEY: 39 20 01 00
KEY: 20 44 01 00
KEY: 12 45 01 00
KEY: 13 52 01 00
KEY: 39 20 01 00
KEY: 1A 9A 01 00
KEY: 30 42 01 00
KEY: 12 45 01 00
KEY: 13 52 01 00
KEY: 14 54 01 00
KEY: 13 52 01 00
KEY: 1E 41 01 00
KEY: 22 47 01 00
KEY: 16 55 01 00
KEY: 31 4E 01 00
KEY: 22 47 01 00
KEY: 1C 0D 00 00
KEY: 1C 0D 00 00
KEY: 1C 0D 00 00
KEY: 21 00 08 02
KEY: 1C 0D 00 00
KEY: 22 67 00 00
KEY: 12 65 00 00
KEY: 23 68 00 00
KEY: 12 65 00 00
KEY: 17 69 00 00
KEY: 32 6D 00 00
KEY: 34 2E 00 00
KEY: 14 74 00 00
KEY: 2D 78 00 00
KEY: 14 74 00 00
KEY: 1C 0D 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 4D E0 00 00
KEY: 4D E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 48 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 4F E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 21 00 08 02
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 50 E0 00 00
KEY: 1C 0D 00 00
